ticker,Total_Shares,ETF_Count,Holding_ETFs
SFR,2914957.0,3,"PICK全球金属与采矿, SCZ小型股, ICOP铜及金属矿业"
WES,2911463.0,1,能源基础设施MLPX
ACLX,2905782.0,6,"TECB美国科技突破多行业, XBI生物科技, ISCG小型股成长, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, 生物技术XBI"
ENOV,2904559.0,7,"XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, SMLV美国小型股低波动率指数, IJS小型股600价值"
ELV,2898990.0,11,"PICK全球金属与采矿, EGLE标普 500®美国营收领先, truh医疗保健, VLUE美国价值因子, IDRV自驱汽车与科技, EUSA美国等权重, USMV美国最小波动率, 医疗XLV, XYLG标普 500备兑看涨期权及成长型, SCZ小型股, THRO美国主题轮动"
MTSI,2898909.0,9,"BAI创新与科技, xsd半导体, MDYG中型成长股, IYW美国科技, ISCG小型股成长, XSD半导体, IWP中型成长股, IGM拓展科技行业, SOXX 半导体"
CORT,2895309.0,8,"SLYG小型股600成长, SQLT美国小型股质量因子, XJR标普小型股, SPSM小型股, ISCG小型股成长, pph制药, IWP中型成长股, IJT标普小型股600价值"
LDOS,2893702.0,9,"IDEF国防工业主动型, EGLE标普 500®美国营收领先, VLUE美国价值因子, DYNF美国股票因子轮动主动型, 国防科技 SHLD, IYW美国科技, EUSA美国等权重, XYLG标普 500备兑看涨期权及成长型, 工业XLI"
DG,2892478.0,8,"EGLE标普 500®美国营收领先, DYNF美国股票因子轮动主动型, xrt零售, MTUM美国动量因子, EUSA美国等权重, 日常消费_必需XLP, XYLG标普 500备兑看涨期权及成长型, THRO美国主题轮动"
INVX,2891841.0,9,"SLYG小型股600成长, IEZ美国石油设备及服务, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, oih石油服务, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJS小型股600价值"
FSS,2890420.0,9,"evx环境服务, SLYG小型股600成长, SQLT美国小型股质量因子, XJR标普小型股, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值"
EYPT,2872405.0,4,"IWC微盘股, IWN罗素 2000 价值, IWM罗素小盘股2000指数, IWC微型股"
BZAI,2858059.0,4,"IWC微盘股, IWN罗素 2000 价值, IWM罗素小盘股2000指数, IWC微型股"
FHB,2856927.0,7,"SQLT美国小型股质量因子, KBE银行, XJR标普小型股, SPSM小型股, ESIX标普小型股, SMLV美国小型股低波动率指数, IJS小型股600价值"
GTN,2854297.0,2,"IWN罗素 2000 价值, IWM罗素小盘股2000指数"
HLLY,2853032.0,4,"IWC微盘股, IWN罗素 2000 价值, IWM罗素小盘股2000指数, IWC微型股"
UPBD,2852499.0,7,"XJR标普小型股, IWN罗素 2000 价值, xrt零售, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值"
CLB,2834868.0,9,"SQLT美国小型股质量因子, IEZ美国石油设备及服务, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, oih石油服务, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值"
INDB,2829978.0,10,"SLYG小型股600成长, SQLT美国小型股质量因子, KBE银行, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJS小型股600价值"
ATEC,2829560.0,3,"AGNG老龄化人口, ISCG小型股成长, IWM罗素小盘股2000指数"
SYF,2827674.0,9,"EGLE标普 500®美国营收领先, VLUE美国价值因子, truf金融, EUSA美国等权重, KRMA有意识企业, XYLG标普 500备兑看涨期权及成长型, 金融XLF, IYJ美国工业, FLAG标普 500美国市场领导者前 50 强"
SANM,2827310.0,10,"SLYG小型股600成长, SQLT美国小型股质量因子, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IGM拓展科技行业, IJT标普小型股600价值"
RRC,2822892.0,7,"XOP石油天然气, IEO美国天然气勘探与生产, SQLT美国小型股质量因子, POWR美国电力基础设施, LNGX美国天然气, IYE美国能源, MDYV中型市值价值"
ETSY,2821483.0,12,"SLYG小型股600成长, XJR标普小型股, TECB美国科技突破多行业, FLOW美国现金流之王100, xrt零售, SPSM小型股, ISCG小型股成长, MILN千禧一代消费者, ESIX标普小型股, IWP中型成长股, IJT标普小型股600价值, EBIZ电子商务"
RUSHA,2816267.0,8,"XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, SMLV美国小型股低波动率指数, IJS小型股600价值"
BCAX,2811300.0,5,"IWN罗素 2000 价值, XBI生物科技, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, 生物技术XBI"
QNST,2809843.0,10,"IWC微盘股, SLYG小型股600成长, XJR标普小型股, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJS小型股600价值, IWC微型股"
NBTB,2804117.0,8,"SQLT美国小型股质量因子, KBE银行, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值"
JELD,2803188.0,2,"IWN罗素 2000 价值, IWM罗素小盘股2000指数"
DOUG,2802164.0,4,"IWC微盘股, IWN罗素 2000 价值, IWM罗素小盘股2000指数, IWC微型股"
WS,2802143.0,8,"PICK全球金属与采矿, SQLT美国小型股质量因子, XME金属与矿业, IWN罗素 2000 价值, SPSM小型股, IFRA 美国基础设施, IWM罗素小盘股2000指数, IJS小型股600价值"
KMX,2780788.0,6,"XJR标普小型股, FLOW美国现金流之王100, xrt零售, SPSM小型股, MILN千禧一代消费者, IJS小型股600价值"
SLDB,2774886.0,5,"IWC微盘股, IWN罗素 2000 价值, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, IWC微型股"
FTAI,2771701.0,7,"XAR航空航天与国防, DYNF美国股票因子轮动主动型, MTUM美国动量因子, EUSA美国等权重, IWP中型成长股, IYJ美国工业, ITA 航空航天与国防"
FUL,2770741.0,8,"XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, SMLV美国小型股低波动率指数, IJS小型股600价值"
ABG,2770711.0,8,"XJR标普小型股, IWN罗素 2000 价值, xrt零售, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值, SCZ小型股"
STKL,2763044.0,3,"IWC微盘股, IWM罗素小盘股2000指数, IWC微型股"
CNI,2760340.0,1,SCZ小型股
DASH,2757153.0,11,"EGLE标普 500®美国营收领先, QYLG纳斯达克 100®备兑看涨期权及成长型, genz 数字原生经济, QRMI纳斯达克 100®风险管理收益, trud可选消费品, IYW美国科技, 消费电子_非必需XLY, EUSA美国等权重, MILN千禧一代消费者, USMV美国最小波动率, XYLG标普 500备兑看涨期权及成长型"
PHARM,2752507.0,1,SCZ小型股
YELP,2752143.0,13,"SLYG小型股600成长, SQLT美国小型股质量因子, XJR标普小型股, SPSM小型股, ISCG小型股成长, MILN千禧一代消费者, ESIX标普小型股, IWM罗素小盘股2000指数, IGM拓展科技行业, IJT标普小型股600价值, SMLV美国小型股低波动率指数, IJS小型股600价值, SOCL社交媒体 ETF"
LTBR,2750808.0,5,"IWC微盘股, XME金属与矿业, ISCG小型股成长, IWM罗素小盘股2000指数, IWC微型股"
MSI,2748368.0,14,"QUAL美国质量因子, EGLE标普 500®美国营收领先, 科技XLK, TYLG信息技术类备兑看涨期权及成长型, trut科技, GXPTMSCI 信息技术, EUSA美国等权重, KRMA有意识企业, USMV美国最小波动率, IGM拓展科技行业, XYLG标普 500备兑看涨期权及成长型, IDGT美国数字基础设施及房地产, THRO美国主题轮动, LGLV美国大盘低波动率指数"
CRNC,2746021.0,7,"IWC微盘股, xsw软件, XSW软件与服务, IWN罗素 2000 价值, IWM罗素小盘股2000指数, 人工智能与机器人botz, IWC微型股"
GETY,2743825.0,2,"IWN罗素 2000 价值, IWM罗素小盘股2000指数"
WOOF,2743394.0,3,"IWN罗素 2000 价值, ISCG小型股成长, IWM罗素小盘股2000指数"
TPL,2741570.0,11,"QUAL美国质量因子, EGLE标普 500®美国营收领先, XOP石油天然气, IEO美国天然气勘探与生产, GXPE能源, EUSA美国等权重, 能源XLE, IYE美国能源, IWP中型成长股, XYLG标普 500备兑看涨期权及成长型, FLAG标普 500美国市场领导者前 50 强"
CRWD,2740414.0,21,"EGLE标普 500®美国营收领先, 科技XLK, xsw软件, QYLG纳斯达克 100®备兑看涨期权及成长型, XSW软件与服务, DYNF美国股票因子轮动主动型, TECB美国科技突破多行业, TYLG信息技术类备兑看涨期权及成长型, QRMI纳斯达克 100®风险管理收益, XNTK科技, 网络安全BUG, IYW美国科技, trut科技, GXPTMSCI 信息技术, EUSA美国等权重, KRMA有意识企业, DECO数字资产生态系统, USMV美国最小波动率, IGM拓展科技行业, XYLG标普 500备兑看涨期权及成长型, TEKX变革性科技加速器"
CHG,2739708.0,2,"IDEF国防工业主动型, SCZ小型股"
DEA,2738467.0,8,"XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, 超级股息SDIV, ESIX标普小型股, IWM罗素小盘股2000指数, SMLV美国小型股低波动率指数, IJS小型股600价值"
OSPN,2735345.0,7,"IWC微盘股, xsw软件, XSW软件与服务, IWN罗素 2000 价值, 网络安全BUG, IWM罗素小盘股2000指数, IWC微型股"
NTDU,2735200.0,1,SCZ小型股
ALL,2731757.0,9,"EGLE标普 500®美国营收领先, truf金融, DYNF美国股票因子轮动主动型, EUSA美国等权重, USMV美国最小波动率, XYLG标普 500备兑看涨期权及成长型, 金融XLF, IAK美国保险, THRO美国主题轮动"
MMSI,2726444.0,13,"AGNG老龄化人口, SLYG小型股600成长, SQLT美国小型股质量因子, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, SMLV美国小型股低波动率指数, IJS小型股600价值, THRO美国主题轮动"
HLT,2724441.0,7,"EGLE标普 500®美国营收领先, trud可选消费品, 消费电子_非必需XLY, EUSA美国等权重, KRMA有意识企业, IWP中型成长股, XYLG标普 500备兑看涨期权及成长型"
BMNR,2723249.0,7,"区块链BKCH, xsw软件, XSW软件与服务, ISCG小型股成长, node链上经济, IGM拓展科技行业, dapp数字化转型"
STX,2716902.0,13,"科技XLK, QYLG纳斯达克 100®备兑看涨期权及成长型, DYNF美国股票因子轮动主动型, TYLG信息技术类备兑看涨期权及成长型, ARTY人工智能与科技, QRMI纳斯达克 100®风险管理收益, MTUM美国动量因子, trut科技, GXPTMSCI 信息技术, EUSA美国等权重, IGM拓展科技行业, XYLG标普 500备兑看涨期权及成长型, 人工智能与科技AIQ"
PRA,2716418.0,8,"SLYG小型股600成长, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJS小型股600价值, IAK美国保险"
SQM,2712009.0,4,"自动驾驶及电动汽车DRIV, emet铜和绿色金属, REMX 稀土_战略金属, LIT 锂电池"
TOWN,2709834.0,4,"SQLT美国小型股质量因子, IWN罗素 2000 价值, IWM罗素小盘股2000指数, SMLV美国小型股低波动率指数"
SYK,2706676.0,9,"EGLE标普 500®美国营收领先, truh医疗保健, AGNG老龄化人口, EUSA美国等权重, KRMA有意识企业, 医疗XLV, XYLG标普 500备兑看涨期权及成长型, THRO美国主题轮动, LGLV美国大盘低波动率指数"
DOM,2698272.0,2,"SCZ小型股, SCZ小型股"
AGL,2696879.0,2,"IWM罗素小盘股2000指数, SCZ小型股"
NHC,2696426.0,11,"AGNG老龄化人口, SLYG小型股600成长, SQLT美国小型股质量因子, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, IWM罗素小盘股2000指数, IJT标普小型股600价值, SMLV美国小型股低波动率指数, SCZ小型股"
ARES,2695163.0,6,"EGLE标普 500®美国营收领先, truf金融, EUSA美国等权重, IWP中型成长股, XYLG标普 500备兑看涨期权及成长型, 金融XLF"
ELDN,2693073.0,4,"IWC微盘股, IWN罗素 2000 价值, IWM罗素小盘股2000指数, IWC微型股"
NN,2687255.0,5,"xsw软件, XSW软件与服务, ISCG小型股成长, IWM罗素小盘股2000指数, IGM拓展科技行业"
VSNT,2685330.0,3,"SPSM小型股, KRMA有意识企业, IJS小型股600价值"
ALNY,2683854.0,10,"QYLG纳斯达克 100®备兑看涨期权及成长型, GNOM基因组学与生物技术, QRMI纳斯达克 100®风险管理收益, XBI生物科技, EUSA美国等权重, bbh生物科技, USMV美国最小波动率, IWP中型成长股, IBB纳斯达克生物技术, 生物技术XBI"
SPGI,2682601.0,9,"QUAL美国质量因子, EGLE标普 500®美国营收领先, truf金融, EUSA美国等权重, KRMA有意识企业, XYLG标普 500备兑看涨期权及成长型, 金融XLF, FLAG标普 500美国市场领导者前 50 强, THRO美国主题轮动"
WSR,2677115.0,10,"IWC微盘股, SLYG小型股600成长, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, SMLV美国小型股低波动率指数, IJS小型股600价值, IWC微型股"
GRI,2674067.0,1,SCZ小型股
SDGR,2672979.0,8,"SLYG小型股600成长, HEAL健康科技 ETF, XJR标普小型股, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值"
NET,2667663.0,5,"IYW美国科技, GXPTMSCI 信息技术, EUSA美国等权重, IWP中型成长股, IGM拓展科技行业"
TYRA,2667230.0,7,"IWC微盘股, IWN罗素 2000 价值, XBI生物科技, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, 生物技术XBI, IWC微型股"
THG,2663467.0,6,"MDYG中型成长股, ISCG小型股成长, IAK美国保险, MDYV中型市值价值, SCZ小型股, LGLV美国大盘低波动率指数"
PRIM,2662564.0,8,"SLYG小型股600成长, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, IFRA 美国基础设施, IWM罗素小盘股2000指数, IJT标普小型股600价值"
BETA,2661695.0,4,"XAR航空航天与国防, IWN罗素 2000 价值, IWM罗素小盘股2000指数, ITA 航空航天与国防"
KNTK,2652973.0,11,"SLYG小型股600成长, XJR标普小型股, IWN罗素 2000 价值, 能源基础设施MLPX, SPSM小型股, ISCG小型股成长, LNGX美国天然气, IFRA 美国基础设施, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJS小型股600价值"
HLF,2651919.0,2,"IWN罗素 2000 价值, IWM罗素小盘股2000指数"
DEC,2645778.0,6,"IWC微盘股, IWN罗素 2000 价值, IWM罗素小盘股2000指数, SMLV美国小型股低波动率指数, SCZ小型股, IWC微型股"
AVBP,2644330.0,6,"IWC微盘股, XBI生物科技, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, 生物技术XBI, IWC微型股"
XENE,2642312.0,2,"IWM罗素小盘股2000指数, IBB纳斯达克生物技术"
TT,2639290.0,7,"QUAL美国质量因子, EGLE标普 500®美国营收领先, DYNF美国股票因子轮动主动型, EUSA美国等权重, XYLG标普 500备兑看涨期权及成长型, 工业XLI, IYJ美国工业"
SINCH,2637940.0,1,SCZ小型股
ALHG,2637816.0,1,SCZ小型股
VIV,2635518.0,1,SCZ小型股
OSUR,2635497.0,4,"IWC微盘股, IWN罗素 2000 价值, IWM罗素小盘股2000指数, IWC微型股"
EQH,2634968.0,6,"VLUE美国价值因子, KBE银行, MDYG中型成长股, EUSA美国等权重, IWP中型成长股, MDYV中型市值价值"
MPWR,2631558.0,21,"QUAL美国质量因子, BAI创新与科技, SMH 半导体, 科技XLK, smhx无晶圆半导体, xsd半导体, QYLG纳斯达克 100®备兑看涨期权及成长型, TYLG信息技术类备兑看涨期权及成长型, QRMI纳斯达克 100®风险管理收益, IYW美国科技, MTUM美国动量因子, trut科技, GXPTMSCI 信息技术, EUSA美国等权重, KRMA有意识企业, XSD半导体, IWP中型成长股, IGM拓展科技行业, XYLG标普 500备兑看涨期权及成长型, SOXX 半导体, CHPXAI 半导体&量子"
TSEM,2627046.0,1,BAI创新与科技
CELC,2626301.0,7,"IWC微盘股, IWN罗素 2000 价值, XBI生物科技, ISCG小型股成长, IWM罗素小盘股2000指数, 生物技术XBI, IWC微型股"
BKH,2626266.0,4,"IWN罗素 2000 价值, IFRA 美国基础设施, IWM罗素小盘股2000指数, MDYV中型市值价值"
WRBY,2626016.0,3,"xrt零售, ISCG小型股成长, IWM罗素小盘股2000指数"
IMD,2625258.0,2,"PICK全球金属与采矿, SCZ小型股"
OFG,2616874.0,14,"SLYG小型股600成长, SQLT美国小型股质量因子, KBE银行, XJR标普小型股, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJT标普小型股600价值, SMLV美国小型股低波动率指数, IJS小型股600价值, IJS小型股600价值"
PRGO,2611724.0,4,"SPSM小型股, pph制药, SMLV美国小型股低波动率指数, IJS小型股600价值"
MAPS,2610964.0,3,"IWC微盘股, IWM罗素小盘股2000指数, IWC微型股"
GRMN,2609740.0,5,"QUAL美国质量因子, trud可选消费品, 消费电子_非必需XLY, EUSA美国等权重, XYLG标普 500备兑看涨期权及成长型"
OMCL,2602752.0,9,"SQLT美国小型股质量因子, HEAL健康科技 ETF, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, 人工智能与机器人botz, IJS小型股600价值"
BOQ,2602412.0,1,SCZ小型股
STGW,2602275.0,1,IWM罗素小盘股2000指数
AAT,2600562.0,6,"XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值"
SATL,2599901.0,5,"IWC微盘股, IWN罗素 2000 价值, ORBX 太空科技, IWM罗素小盘股2000指数, IWC微型股"
LIF,2597994.0,11,"PICK全球金属与采矿, xsw软件, SLYG小型股600成长, SQLT美国小型股质量因子, XSW软件与服务, TECB美国科技突破多行业, SPSM小型股, ISCG小型股成长, IWM罗素小盘股2000指数, IGM拓展科技行业, IJT标普小型股600价值"
PFD,2596449.0,1,SCZ小型股
GKOS,2595717.0,10,"AGNG老龄化人口, SLYG小型股600成长, SQLT美国小型股质量因子, XJR标普小型股, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJS小型股600价值"
BBBY,2587505.0,5,"IWC微盘股, IWN罗素 2000 价值, IWM罗素小盘股2000指数, IWC微型股, EBIZ电子商务"
HTH,2586060.0,8,"KBE银行, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, SMLV美国小型股低波动率指数, IJS小型股600价值"
DLTR,2584703.0,9,"EGLE标普 500®美国营收领先, VLUE美国价值因子, DYNF美国股票因子轮动主动型, xrt零售, MTUM美国动量因子, EUSA美国等权重, 日常消费_必需XLP, XYLG标普 500备兑看涨期权及成长型, THRO美国主题轮动"
IVT,2584231.0,2,"IWN罗素 2000 价值, IWM罗素小盘股2000指数"
DNTH,2583193.0,6,"IWC微盘股, IWN罗素 2000 价值, XBI生物科技, IWM罗素小盘股2000指数, 生物技术XBI, IWC微型股"
NTST,2582655.0,5,"SQLT美国小型股质量因子, IWN罗素 2000 价值, ISCG小型股成长, IWM罗素小盘股2000指数, SMLV美国小型股低波动率指数"
SRTA,2578106.0,4,"IWC微盘股, IWN罗素 2000 价值, IWM罗素小盘股2000指数, IWC微型股"
CIR,2575544.0,1,SCZ小型股
FULC,2572315.0,5,"IWC微盘股, IWN罗素 2000 价值, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, IWC微型股"
ACA,2571404.0,11,"SLYG小型股600成长, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, SMLV美国小型股低波动率指数, IJS小型股600价值, CNRG清洁能源"
BVS,2570385.0,4,"IWC微盘股, IWM罗素小盘股2000指数, SCZ小型股, IWC微型股"
BL,2568205.0,12,"xsw软件, SLYG小型股600成长, XSW软件与服务, XJR标普小型股, TECB美国科技突破多行业, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IGM拓展科技行业, IJT标普小型股600价值, SMLV美国小型股低波动率指数"
ASPN,2567602.0,5,"IWC微盘股, IWN罗素 2000 价值, HAIL智能出行, IWM罗素小盘股2000指数, IWC微型股"
ATYR,2566075.0,3,"IWC微盘股, IWM罗素小盘股2000指数, IWC微型股"
FMC,2566074.0,7,"农业和食品KROP, XJR标普小型股, IYM美国基础材料, SPSM小型股, ESIX标普小型股, KROP农业科技与食品创新, IJS小型股600价值"
LW,2563172.0,3,"SPSM小型股, ISCG小型股成长, IJS小型股600价值"
LTC,2561878.0,10,"AGNG老龄化人口, SLYG小型股600成长, SQLT美国小型股质量因子, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, SMLV美国小型股低波动率指数, IJS小型股600价值"
NX,2557972.0,8,"IWC微盘股, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值, IWC微型股"
SERV,2557267.0,7,"IWC微盘股, IDRV自驱汽车与科技, IWN罗素 2000 价值, ISCG小型股成长, IWM罗素小盘股2000指数, 人工智能与机器人botz, IWC微型股"
TKA,2556713.0,2,"PICK全球金属与采矿, SCZ小型股"
TPR,2540838.0,10,"EGLE标普 500®美国营收领先, DYNF美国股票因子轮动主动型, trud可选消费品, MTUM美国动量因子, 消费电子_非必需XLY, EUSA美国等权重, IWP中型成长股, XYLG标普 500备兑看涨期权及成长型, FLAG标普 500美国市场领导者前 50 强, THRO美国主题轮动"
PPG,2532516.0,5,"QUAL美国质量因子, 原材料XLB, EUSA美国等权重, XYLG标普 500备兑看涨期权及成长型, IYJ美国工业"
CE,2529124.0,6,"XJR标普小型股, IYM美国基础材料, SPSM小型股, IJS小型股600价值, SCZ小型股, THRO美国主题轮动"
VSEC,2522978.0,9,"IDEF国防工业主动型, SLYG小型股600成长, XAR航空航天与国防, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, IWM罗素小盘股2000指数, IJT标普小型股600价值, ITA 航空航天与国防"
CMP,2517425.0,6,"PICK全球金属与采矿, XME金属与矿业, IWN罗素 2000 价值, ISCG小型股成长, IFRA 美国基础设施, IWM罗素小盘股2000指数"
SG,2516847.0,2,"MILN千禧一代消费者, IWM罗素小盘股2000指数"
UMBF,2514960.0,5,"KBE银行, IWN罗素 2000 价值, IWM罗素小盘股2000指数, MDYV中型市值价值, THRO美国主题轮动"
SKYT,2514490.0,6,"IWC微盘股, xsd半导体, ISCG小型股成长, XSD半导体, IWM罗素小盘股2000指数, IWC微型股"
CERT,2511984.0,7,"SLYG小型股600成长, XJR标普小型股, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IJT标普小型股600价值, IJS小型股600价值"
SYNA,2510926.0,8,"smhx无晶圆半导体, xsd半导体, IWN罗素 2000 价值, ISCG小型股成长, XSD半导体, IWM罗素小盘股2000指数, IGM拓展科技行业, MDYV中型市值价值"
IRM,2508777.0,5,"EGLE标普 500®美国营收领先, TECB美国科技突破多行业, EUSA美国等权重, 房地产XLRE, XYLG标普 500备兑看涨期权及成长型"
HCAT,2508206.0,4,"IWC微盘股, IWN罗素 2000 价值, IWM罗素小盘股2000指数, IWC微型股"
INCO,2505700.0,1,PICK全球金属与采矿
ACH,2504170.0,2,"IWN罗素 2000 价值, IWM罗素小盘股2000指数"
TRST,2504064.0,15,"IWC微盘股, SLYG小型股600成长, SQLT美国小型股质量因子, XJR标普小型股, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJT标普小型股600价值, SMLV美国小型股低波动率指数, IJS小型股600价值, SCZ小型股, IWC微型股"
MKC,2503430.0,4,"EGLE标普 500®美国营收领先, EUSA美国等权重, 日常消费_必需XLP, XYLG标普 500备兑看涨期权及成长型"
SGRY,2501335.0,3,"IWN罗素 2000 价值, ISCG小型股成长, IWM罗素小盘股2000指数"
PNV,2501212.0,1,SCZ小型股
BRZE,2499503.0,5,"xsw软件, XSW软件与服务, ISCG小型股成长, IWM罗素小盘股2000指数, IGM拓展科技行业"
CENTA,2497378.0,6,"XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值"
FBK,2495699.0,10,"SLYG小型股600成长, SQLT美国小型股质量因子, KBE银行, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJS小型股600价值"
ROST,2495446.0,11,"EGLE标普 500®美国营收领先, QYLG纳斯达克 100®备兑看涨期权及成长型, QRMI纳斯达克 100®风险管理收益, xrt零售, trud可选消费品, MTUM美国动量因子, 消费电子_非必需XLY, EUSA美国等权重, IWP中型成长股, XYLG标普 500备兑看涨期权及成长型, THRO美国主题轮动"
PPTA,2492229.0,4,"IWC微盘股, IWM罗素小盘股2000指数, AUAU黄金矿业, IWC微型股"
RRR,2489313.0,7,"SLYG小型股600成长, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, IWM罗素小盘股2000指数, IJT标普小型股600价值"
AURA,2489226.0,6,"IWC微盘股, IWN罗素 2000 价值, IWM罗素小盘股2000指数, SCZ小型股, IBB纳斯达克生物技术, IWC微型股"
ARKO,2485852.0,3,"IWN罗素 2000 价值, xrt零售, IWM罗素小盘股2000指数"
SKY,2485232.0,10,"SLYG小型股600成长, SQLT美国小型股质量因子, XJR标普小型股, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJS小型股600价值, THRO美国主题轮动"
MPLX,2485088.0,1,能源基础设施MLPX
AKE,2484400.0,4,"ISCG小型股成长, IWM罗素小盘股2000指数, SCZ小型股, IBB纳斯达克生物技术"
NCMI,2480303.0,4,"IWC微盘股, IWN罗素 2000 价值, IWM罗素小盘股2000指数, IWC微型股"
LLC,2479954.0,1,SCZ小型股
KTB,2478971.0,9,"SLYG小型股600成长, SQLT美国小型股质量因子, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJS小型股600价值"
KFY,2476112.0,9,"SQLT美国小型股质量因子, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, SMLV美国小型股低波动率指数, IJS小型股600价值"
WPR,2475592.0,1,SCZ小型股
SFBS,2475318.0,8,"SLYG小型股600成长, KBE银行, XJR标普小型股, SPSM小型股, ISCG小型股成长, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJS小型股600价值"
CRSR,2473841.0,7,"HERO视频游戏与电竞, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值"
BGS,2472210.0,2,"IWN罗素 2000 价值, IWM罗素小盘股2000指数"
THRL,2467767.0,1,SCZ小型股
SKYX,2463451.0,3,"IWC微盘股, IWM罗素小盘股2000指数, IWC微型股"
VNOM,2461473.0,5,"XOP石油天然气, IEO美国天然气勘探与生产, SQLT美国小型股质量因子, IYE美国能源, MDYV中型市值价值"
EMN,2457828.0,5,"SQLT美国小型股质量因子, IYM美国基础材料, SPSM小型股, IFRA 美国基础设施, IJS小型股600价值"
